Data Audit Trail

Date,User,Event,Comment
6/3/2014 5:08:20 PM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/3/2014 5:21:17 PM,User,Plate read started,
6/3/2014 5:21:57 PM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.075,0.077,0.075,0.079,0.078,0.081,0.075,0.073,660
B,0.077,0.307,0.140,0.161,0.306,0.368,0.089,0.107,660
C,0.074,0.093,0.185,0.261,0.222,0.185,0.117,0.114,660
D,0.074,0.433,0.301,0.291,0.684,0.461,0.110,0.135,660
E,0.079,0.095,0.094,0.088,0.102,0.111,0.090,0.097,660
F,0.078,0.082,0.077,0.081,0.081,0.078,0.078,0.077,660

