Data Audit Trail

Date,User,Event,Comment
6/2/2014 10:42:17 AM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/2/2014 10:43:31 AM,User,Plate read started,
6/2/2014 10:44:11 AM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.076,0.076,0.079,0.075,0.076,0.076,0.075,0.073,660
B,0.080,0.149,0.088,0.087,0.107,0.118,0.085,0.099,660
C,0.077,0.091,0.085,0.082,0.085,0.088,0.087,0.096,660
D,0.075,0.204,0.113,0.091,0.153,0.165,0.088,0.104,660
E,0.076,0.089,0.087,0.086,0.090,0.094,0.088,0.108,660
F,0.078,0.076,0.077,0.078,0.079,0.076,0.079,0.077,660

