Data Audit Trail

Date,User,Event,Comment
6/11/2014 6:06:50 PM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/11/2014 6:08:02 PM,User,Plate read started,
6/11/2014 6:08:42 PM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.078,0.077,0.076,0.085,0.079,0.078,0.080,0.078,660
B,0.077,0.462,0.764,0.599,2.331,1.390,0.101,0.732,660
C,0.081,0.092,0.406,0.219,0.107,0.084,0.083,0.088,660
D,0.088,1.648,0.499,0.271,2.644,1.437,0.103,1.322,660
E,0.081,0.099,0.142,0.116,0.121,0.165,0.093,0.109,660
F,0.090,0.080,0.078,0.077,0.081,0.081,0.090,0.079,660

