Data Audit Trail

Date,User,Event,Comment
6/3/2014 5:08:20 PM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/3/2014 5:22:14 PM,User,Plate read started,
6/3/2014 5:22:52 PM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.081,0.078,0.078,0.076,0.076,0.075,0.074,0.076,660
B,0.079,0.256,0.135,0.144,0.407,0.410,0.108,0.105,660
C,0.086,0.097,0.114,0.114,0.094,0.094,0.086,0.092,660
D,0.083,0.493,0.187,0.120,0.799,0.581,0.087,0.120,660
E,0.084,0.099,0.093,0.094,0.110,0.116,0.090,0.100,660
F,0.077,0.076,0.076,0.085,0.076,0.081,0.078,0.081,660

