Data Audit Trail

Date,User,Event,Comment
6/11/2014 6:06:50 PM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/11/2014 6:11:03 PM,User,Plate read started,
6/11/2014 6:11:42 PM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.077,0.078,0.077,0.080,0.080,0.083,0.076,0.073,660
B,0.083,0.133,0.407,0.192,1.175,1.082,0.095,0.696,660
C,0.078,0.081,0.283,0.251,0.085,0.096,0.085,0.089,660
D,0.079,0.432,0.283,0.254,1.389,1.542,0.081,1.027,660
E,0.091,0.097,0.135,0.100,0.214,0.134,0.085,0.092,660
F,0.079,0.082,0.079,0.080,0.080,0.078,0.077,0.078,660

