Data Audit Trail

Date,User,Event,Comment
6/4/2014 4:01:21 PM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/4/2014 4:02:36 PM,User,Plate read started,
6/4/2014 4:03:15 PM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.077,0.076,0.077,0.085,0.076,0.077,0.075,0.074,660
B,0.078,0.475,0.137,0.121,0.402,0.634,0.089,0.133,660
C,0.079,0.090,0.116,0.104,0.108,0.112,0.106,0.087,660
D,0.077,0.723,0.213,0.119,0.784,1.060,0.105,0.173,660
E,0.076,0.093,0.091,0.092,0.093,0.114,0.086,0.106,660
F,0.078,0.076,0.077,0.078,0.079,0.076,0.079,0.078,660

