Data Audit Trail

Date,User,Event,Comment
6/11/2014 6:06:50 PM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/11/2014 6:12:17 PM,User,Plate read started,
6/11/2014 6:12:57 PM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.088,0.079,0.079,0.081,0.077,0.078,0.098,0.076,660
B,0.083,0.428,0.175,0.220,0.121,0.190,0.113,0.216,660
C,0.095,0.086,0.249,0.085,0.075,0.084,0.084,0.080,660
D,0.095,0.513,0.111,0.129,0.180,0.257,0.102,0.308,660
E,0.093,0.096,0.088,0.112,0.097,0.118,0.096,0.099,660
F,0.080,0.081,0.079,0.079,0.081,0.081,0.085,0.085,660

