Data Audit Trail

Date,User,Event,Comment
6/5/2014 12:48:00 PM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/5/2014 12:49:22 PM,User,Plate read started,
6/5/2014 12:50:01 PM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.077,0.076,0.077,0.085,0.076,0.077,0.075,0.074,660
B,0.078,0.575,0.176,0.194,0.806,1.265,0.095,0.262,660
C,0.079,0.098,0.163,0.138,0.136,0.143,0.127,0.109,660
D,0.077,1.056,0.314,0.144,0.869,1.324,0.137,0.414,660
E,0.076,0.093,0.090,0.092,0.096,0.113,0.086,0.098,660
F,0.078,0.076,0.077,0.078,0.079,0.076,0.078,0.078,660

