Data Audit Trail

Date,User,Event,Comment
6/9/2014 10:30:12 AM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/9/2014 10:50:12 AM,User,Plate read started,
6/9/2014 10:50:53 AM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.078,0.078,0.077,0.076,0.083,0.077,0.080,0.074,660
B,0.078,2.187,0.527,0.916,3.185,1.418,0.113,0.692,660
C,0.085,0.111,0.336,0.228,0.153,0.153,0.136,0.138,660
D,0.085,1.550,0.540,0.294,2.972,1.638,0.150,1.227,660
E,0.080,0.098,0.133,0.121,0.123,0.161,0.087,0.105,660
F,0.087,0.081,0.078,0.078,0.078,0.078,0.078,0.077,660

