Data Audit Trail

Date,User,Event,Comment
6/6/2014 12:38:26 PM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/6/2014 12:39:32 PM,User,Plate read started,
6/6/2014 12:40:12 PM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.078,0.077,0.077,0.075,0.082,0.077,0.079,0.074,660
B,0.078,1.246,0.386,0.354,1.435,2.114,0.127,0.455,660
C,0.079,0.093,0.213,0.145,0.138,0.143,0.129,0.134,660
D,0.083,1.190,0.318,0.161,1.851,1.825,0.113,0.681,660
E,0.078,0.093,0.109,0.107,0.119,0.129,0.089,0.099,660
F,0.094,0.078,0.078,0.078,0.078,0.078,0.078,0.076,660

