Data Audit Trail

Date,User,Event,Comment
6/2/2014 10:42:17 AM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/2/2014 10:44:34 AM,User,Plate read started,
6/2/2014 10:45:14 AM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.075,0.076,0.075,0.078,0.077,0.080,0.074,0.073,660
B,0.077,0.151,0.089,0.091,0.114,0.111,0.084,0.099,660
C,0.074,0.088,0.088,0.083,0.083,0.086,0.085,0.096,660
D,0.074,0.207,0.098,0.090,0.171,0.119,0.089,0.104,660
E,0.077,0.091,0.086,0.086,0.094,0.095,0.087,0.106,660
F,0.077,0.081,0.077,0.080,0.077,0.076,0.076,0.077,660

