Data Audit Trail

Date,User,Event,Comment
6/3/2014 5:08:20 PM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/3/2014 5:19:23 PM,User,Plate read started,
6/3/2014 5:20:03 PM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.076,0.076,0.079,0.078,0.076,0.079,0.078,0.078,660
B,0.077,0.186,0.119,0.114,0.370,0.366,0.090,0.113,660
C,0.079,0.094,0.124,0.121,0.122,0.128,0.114,0.090,660
D,0.080,0.380,0.147,0.133,0.511,0.572,0.116,0.130,660
E,0.076,0.092,0.094,0.094,0.103,0.112,0.088,0.103,660
F,0.077,0.080,0.081,0.079,0.077,0.078,0.077,0.077,660

