Data Audit Trail

Date,User,Event,Comment
6/5/2014 12:48:00 PM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/5/2014 12:50:10 PM,User,Plate read started,
6/5/2014 12:50:48 PM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.076,0.078,0.077,0.079,0.500,0.081,0.075,0.073,660
B,0.078,0.705,0.272,0.264,1.002,1.675,0.094,0.404,660
C,0.076,0.087,0.182,0.200,0.132,0.119,0.100,0.126,660
D,0.075,0.935,0.270,0.158,1.668,1.308,0.103,0.671,660
E,0.078,0.098,0.092,0.094,0.112,0.119,0.091,0.097,660
F,0.078,0.080,0.077,0.080,0.081,0.078,0.078,0.077,660

