Data Audit Trail

Date,User,Event,Comment
6/9/2014 10:30:12 AM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/9/2014 10:56:34 AM,User,Plate read started,
6/9/2014 10:57:13 AM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.076,0.078,0.076,0.079,0.080,0.084,0.076,0.076,660
B,0.078,2.317,0.393,0.329,2.292,2.101,0.095,0.772,660
C,0.076,0.086,0.306,0.289,0.125,0.178,0.096,0.104,660
D,0.078,1.497,0.661,0.186,2.430,1.248,0.122,1.154,660
E,0.079,0.100,0.109,0.097,0.129,0.119,0.090,0.102,660
F,0.078,0.082,0.078,0.080,0.080,0.077,0.078,0.078,660

