Data Audit Trail

Date,User,Event,Comment
6/2/2014 10:42:17 AM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/2/2014 10:45:36 AM,User,Plate read started,
6/2/2014 10:46:19 AM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.076,0.076,0.077,0.075,0.076,0.074,0.074,0.076,660
B,0.078,0.123,0.088,0.090,0.145,0.125,0.084,0.098,660
C,0.077,0.088,0.089,0.087,0.085,0.087,0.085,0.099,660
D,0.077,0.237,0.110,0.092,0.197,0.139,0.088,0.103,660
E,0.082,0.097,0.087,0.087,0.099,0.100,0.089,0.109,660
F,0.076,0.076,0.076,0.085,0.076,0.081,0.078,0.081,660

