Data Audit Trail

Date,User,Event,Comment
6/4/2014 4:01:21 PM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/4/2014 4:01:46 PM,User,Plate read started,
6/4/2014 4:02:25 PM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.076,0.076,0.078,0.079,0.076,0.078,0.078,0.077,660
B,0.077,0.315,0.155,0.188,0.513,0.654,0.093,0.150,660
C,0.078,0.093,0.138,0.124,0.123,0.129,0.116,0.099,660
D,0.082,0.657,0.204,0.143,0.916,1.031,0.085,0.178,660
E,0.079,0.093,0.093,0.097,0.108,0.120,0.087,0.099,660
F,0.079,0.077,0.080,0.078,0.077,0.078,0.077,0.077,660

