Data Audit Trail

Date,User,Event,Comment
6/5/2014 12:48:00 PM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/5/2014 12:48:30 PM,User,Plate read started,
6/5/2014 12:49:10 PM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.077,0.076,0.076,0.076,0.078,0.077,0.080,0.074,660
B,0.077,0.576,0.252,0.316,0.891,1.457,0.134,0.318,660
C,0.078,0.110,0.189,0.147,0.143,0.153,0.136,0.140,660
D,0.083,0.940,0.275,0.165,1.395,1.518,0.142,0.376,660
E,0.081,0.095,0.114,0.116,0.139,0.143,0.100,0.101,660
F,0.090,0.078,0.080,0.077,0.076,0.077,0.077,0.076,660

