Data Audit Trail

Date,User,Event,Comment
6/3/2014 9:19:55 AM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/3/2014 9:20:12 AM,User,Plate read started,
6/3/2014 9:20:52 AM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.076,0.076,0.079,0.078,0.078,0.079,0.078,0.079,660
B,0.077,0.258,0.157,0.172,0.383,0.375,0.138,0.164,660
C,0.080,0.128,0.144,0.138,0.142,0.149,0.134,0.138,660
D,0.080,0.309,0.161,0.153,0.436,0.474,0.134,0.169,660
E,0.077,0.092,0.110,0.112,0.123,0.127,0.087,0.107,660
F,0.078,0.078,0.081,0.079,0.077,0.078,0.078,0.079,660

