date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
09.10.2012	13:56:44	-0.61	17.40	10.52	3.59	7.03	11.27	23.74	19.47	2.95	0.21	0.94	0.43	4.53	81.00	19.81	18.27	39.3679649128
09.10.2012	13:56:48	-0.60	17.42	10.78	3.49	6.95	10.87	22.74	19.48	2.11	0.41	1.37	0.00	3.89	80.65	19.80	18.40	83.4678937918
09.10.2012	13:56:51	-0.59	17.54	10.62	3.39	6.78	10.36	22.58	19.99	2.28	0.33	1.31	0.00	3.92	80.63	19.78	18.42	114.2221872242
09.10.2012	13:56:54	-0.60	17.40	10.53	3.31	6.69	10.17	22.45	19.09	2.09	0.31	1.34	0.00	3.74	80.46	19.83	18.35	70.2869423234
09.10.2012	13:56:57	-0.60	17.59	10.79	3.47	7.01	10.60	22.85	19.10	2.03	0.38	1.41	0.00	3.82	80.15	19.83	18.60	58.8552876279
09.10.2012	13:56:59	-0.61	17.57	10.76	3.64	7.05	10.73	23.11	19.18	2.18	0.37	1.36	0.04	3.94	80.10	19.85	18.49	53.7206033091
09.10.2012	13:57:02	-0.60	17.28	10.54	3.54	7.34	10.98	23.38	20.22	2.75	0.41	1.19	0.00	4.35	79.89	19.90	18.64	74.4337280139
09.10.2012	13:57:05	-0.59	17.40	10.41	3.37	7.40	11.19	22.84	19.80	2.64	0.46	1.16	0.00	4.26	79.65	19.96	18.69	69.1743387640
09.10.2012	13:57:08	-0.60	17.48	10.60	3.36	7.37	11.27	24.10	19.71	2.83	0.40	1.21	0.00	4.44	79.41	19.86	18.87	38.0339255104
09.10.2012	13:57:11	-0.59	17.59	10.51	3.48	7.43	11.29	25.35	19.82	3.39	0.28	1.06	0.12	4.85	79.66	20.19	18.82	18.4494156860
