date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
09.10.2012	13:54:31	-0.60	17.80	8.51	2.64	5.27	8.02	16.60	16.35	1.16	0.21	1.00	0.00	2.37	75.65	19.74	18.12	165.1582197602
09.10.2012	13:54:35	-0.61	17.76	8.03	2.79	5.41	7.95	16.14	16.45	1.48	0.22	0.81	0.00	2.51	75.82	19.87	18.18	165.2420525821
09.10.2012	13:54:37	-0.61	17.74	7.67	2.64	5.29	7.97	15.48	15.46	1.35	0.24	0.75	0.00	2.34	75.66	19.82	18.09	97.1269248771
09.10.2012	13:54:40	-0.59	17.66	8.06	2.58	5.19	7.94	15.43	15.05	0.88	0.25	0.93	0.00	2.07	75.90	19.84	18.19	93.9472084901
09.10.2012	13:54:43	-0.60	17.82	8.49	2.88	5.53	8.19	16.55	15.60	1.01	0.26	1.02	0.00	2.30	75.68	19.86	18.36	76.0440277069
09.10.2012	13:54:46	-0.61	17.74	8.56	3.14	5.98	9.00	16.54	15.97	1.12	0.40	0.98	0.00	2.50	75.84	19.77	18.38	100.7974249130
09.10.2012	13:54:49	-0.60	17.84	8.30	3.07	6.68	9.22	17.94	16.77	2.07	0.39	0.74	0.00	3.20	75.87	19.82	18.32	48.3058057186
09.10.2012	13:54:51	-0.61	17.74	8.55	2.84	6.71	9.04	17.18	16.41	1.53	0.43	0.88	0.00	2.84	75.94	19.92	18.28	74.8459119894
09.10.2012	13:54:54	-0.60	17.80	7.78	2.96	7.09	9.46	16.52	16.01	1.99	0.53	0.57	0.00	3.09	75.79	19.73	18.51	36.7840287305
09.10.2012	13:54:57	-0.62	17.70	7.96	2.86	6.79	9.27	15.49	15.58	1.37	0.55	0.72	0.00	2.64	76.03	19.71	18.51	70.3804060982
